ALL;Material;Material Description;Batch;Plnt;BUn;Type ;Statut ;Unrestricted;In Quality Insp.;Blocked;Value Unrestricted;Value in QualInsp.;Value BlockedStock;Quantité Disponible ;Valeur Disponible ;Quantité Bloquée ;Valeur Bloquée
661A;332015188;FT-Rimini G275 Recyclé Guérande HP - TWS;334610;66;M;RM;vivant;583,110;0,000;0,000;4 303,35;0,00;0,00;583,11;4 303,35;0,00;0,00
661A;332015188;FT-Rimini G275 Recyclé Guérande HP - TWS;335129;66;M;RM;vivant;578,880;0,000;0,000;4 272,13;0,00;0,00;578,88;4 272,13;0,00;0,00
661A;332015188;FT-Rimini G275 Recyclé Guérande HP - TWS;335131;66;M;RM;vivant;583,400;0,000;0,000;4 305,49;0,00;0,00;583,40;4 305,49;0,00;0,00
661A;332015188;FT-Rimini G275 Recyclé Guérande HP - TWS;336510;66;M;RM;vivant;597,590;0,000;0,000;4 410,21;0,00;0,00;597,59;4 410,21;0,00;0,00
661A;332015188;FT-Rimini G275 Recyclé Guérande HP - TWS;336877;66;M;RM;vivant;553,600;0,000;0,000;4 085,57;0,00;0,00;553,60;4 085,57;0,00;0,00
661A;332015188;FT-Rimini G275 Recyclé Guérande HP - TWS;336878;66;M;RM;vivant;0,000;601,430;0,000;0,00;4 438,55;0,00;601,43;4 438,55;0,00;0,00
661E;332015188;FT-Rimini G275 Recyclé Guérande HP - TWS;318227/2;66;M;RM;vivant;0,000;0,000;289,000;0,00;0,00;2 132,82;0,00;0,00;289,00;2 132,82
661A;332015201;LAM-Rimini G275 Recyclé Guérande HPT-2MM;2231059;66;M;FG;vivant;0,000;21,110;0,000;0,00;192,62;0,00;21,11;192,62;0,00;0,00
661A;332015201;LAM-Rimini G275 Recyclé Guérande HPT-2MM;2284915;66;M;FG;vivant;37,000;0,000;0,000;337,61;0,00;0,00;37,00;337,61;0,00;0,00
661A;332015201;LAM-Rimini G275 Recyclé Guérande HPT-2MM;2335181;66;M;FG;vivant;1,030;173,770;0,000;9,40;1 585,60;0,00;174,80;1 595,00;0,00;0,00
661A;332015201;LAM-Rimini G275 Recyclé Guérande HPT-2MM;2340143;66;M;FG;vivant;0,000;533,770;0,000;0,00;4 870,48;0,00;533,77;4 870,48;0,00;0,00
661A;332015201;LAM-Rimini G275 Recyclé Guérande HPT-2MM;2378057;66;M;FG;vivant;0,000;0,000;19,190;0,00;0,00;175,10;0,00;0,00;19,19;175,10
661A;332015220;WT-MELLOW TM CHINE FONCE EC P231 D20 FUT;236625118A;66;M;WIP;Vivant;208,000;0,000;0,000;400,39;0,00;0,00;208,00;400,39;0,00;0,00
661A;332015220;WT-MELLOW TM CHINE FONCE EC P231 D20 FUT;239840835A;66;M;WIP;Vivant;879,000;0,000;0,000;1 692,05;0,00;0,00;879,00;1 692,05;0,00;0,00
661A;332015220;WT-MELLOW TM CHINE FONCE EC P231 D20 FUT;240173018A;66;M;WIP;Vivant;1 000,000;0,000;0,000;1 924,97;0,00;0,00;1 000,00;1 924,97;0,00;0,00
661A;332015263;LAM ORNIS CARBON NARBONAIS HZF 2MM;2319672;66;M;FG;vivant;1,020;0,000;0,000;12,55;0,00;0,00;1,02;12,55;0,00;0,00
661A;332015263;LAM ORNIS CARBON NARBONAIS HZF 2MM;2337508;66;M;FG;vivant;0,000;0,000;39,220;0,00;0,00;482,66;0,00;0,00;39,22;482,66
661A;332015263;LAM ORNIS CARBON NARBONAIS HZF 2MM;2377702;66;M;FG;vivant;0,000;0,000;17,640;0,00;0,00;217,09;0,00;0,00;17,64;217,09
661A;332015263;LAM ORNIS CARBON NARBONAIS HZF 2MM;2389598;66;M;FG;vivant;0,000;0,000;24,030;0,00;0,00;295,72;0,00;0,00;24,03;295,72
661A;332015324;FT-TUN RIMINI TP  ECRU RECYCL CR3 192 MM;2340155;66;M;FG;vivant;281,030;0,000;0,000;641,85;0,00;0,00;281,03;641,85;0,00;0,00
661A;332015329;WA-PULSE UNIGA 2X167/34 PISSARAT ANTEX B;2377416;66;M;WIP ;vivant;2 200,000;0,000;0,000;6 007,74;0,00;0,00;2 200,00;6 007,74;0,00;0,00
661A;332015329;WA-PULSE UNIGA 2X167/34 PISSARAT ANTEX B;2392675;66;M;WIP ;vivant;2 250,000;0,000;0,000;6 144,28;0,00;0,00;2 250,00;6 144,28;0,00;0,00
662A;332015343;MS EL38 VW ANT 6,7x1900MM;2436029002;66;M;RM;vivant;108,300;0,000;0,000;263,17;0,00;0,00;108,30;263,17;0,00;0,00
661A;332015367;WT-TUN CLIP SOUL Recyclé  P230 D17;237757004C;66;M;WIP;Vivant;0,000;0,000;89,000;0,00;0,00;237,31;0,00;0,00;89,00;237,31
661A;332015367;WT-TUN CLIP SOUL Recyclé  P230 D17;237977404D;66;M;WIP;Vivant;0,000;0,000;219,000;0,00;0,00;583,95;0,00;0,00;219,00;583,95
661A;332015367;WT-TUN CLIP SOUL Recyclé  P230 D17;238223104B;66;M;WIP;Vivant;0,000;0,000;50,000;0,00;0,00;133,32;0,00;0,00;50,00;133,32
661A;332015367;WT-TUN CLIP SOUL Recyclé  P230 D17;238772904B;66;M;WIP;Vivant;711,000;0,000;162,000;1 895,83;0,00;431,96;711,00;1 895,83;162,00;431,96
661A;332015386;FT-CLIP SOUL Recyclé 1920MM 230GR;2358822;66;M;FG;Vivant;0,000;0,000;451,770;0,00;0,00;1 495,84;0,00;0,00;451,77;1 495,84
661A;332015386;FT-CLIP SOUL Recyclé 1920MM 230GR;2380881;66;M;FG;Vivant;0,000;0,000;304,090;0,00;0,00;1 006,86;0,00;0,00;304,09;1 006,86
661A;332015386;FT-CLIP SOUL Recyclé 1920MM 230GR;2395503;66;M;FG;Vivant;332,770;0,000;0,000;1 101,82;0,00;0,00;332,77;1 101,82;0,00;0,00
661A;332015386;FT-CLIP SOUL Recyclé 1920MM 230GR;2396696;66;M;FG;Vivant;0,000;0,000;674,740;0,00;0,00;2 234,10;0,00;0,00;674,74;2 234,10
662A;332015409;MS AE28BF LD GT 2040*5,6 TG;2431037006;66;M;RM ;vivant;226,500;0,000;0,000;351,08;0,00;0,00;226,50;351,08;0,00;0,00
662A;332015423;MS AE28BF LD GT 1950*15,5MM TG;2431037001;66;M;RM ;vivant;59,100;0,000;0,000;244,08;0,00;0,00;59,10;244,08;0,00;0,00
662A;332015423;MS AE28BF LD GT 1950*15,5MM TG;2431037003;66;M;RM ;vivant;0,000;0,000;59,800;0,00;0,00;246,97;0,00;0,00;59,80;246,97
662A;332015423;MS AE28BF LD GT 1950*15,5MM TG;2431037004;66;M;RM ;vivant;60,200;0,000;0,000;248,62;0,00;0,00;60,20;248,62;0,00;0,00
661A;332015428;MS GR SCS 337T 4,8MM 1960MM FL;121545/01;66;M;RM;vivant;45,000;0,000;0,000;78,57;0,00;0,00;45,00;78,57;0,00;0,00
661A;332015428;MS GR SCS 337T 4,8MM 1960MM FL;121725/02;66;M;RM;vivant;586,000;0,000;0,000;1 023,16;0,00;0,00;586,00;1 023,16;0,00;0,00
661A;332015428;MS GR SCS 337T 4,8MM 1960MM FL;122427/02;66;M;RM;vivant;240,000;0,000;0,000;419,04;0,00;0,00;240,00;419,04;0,00;0,00
661E;332015428;MS GR SCS 337T 4,8MM 1960MM FL;121725/02;66;M;RM;vivant;125,000;0,000;0,000;218,25;0,00;0,00;125,00;218,25;0,00;0,00
661E;332015428;MS GR SCS 337T 4,8MM 1960MM FL;122427/02;66;M;RM;vivant;50,000;0,000;0,000;87,30;0,00;0,00;50,00;87,30;0,00;0,00
662A;332015428;MS GR SCS 337T 4,8MM 1960MM FL;122427/02;66;M;RM;vivant;5 502,000;0,000;0,000;9 606,51;0,00;0,00;5 502,00;9 606,51;0,00;0,00
661E;332015442;MS GR SCS 337T 5,7MM 1960MM FL;116781/05;66;M;RM;vivant;219,000;0,000;0,000;449,17;0,00;0,00;219,00;449,17;0,00;0,00
661A;332015461;MS GR SCS 337T 2,7MM 1860MM FL;117333/02;66;M;RM;vivant;0,000;0,000;140,000;0,00;0,00;138,32;0,00;0,00;140,00;138,32
662A;332015461;MS GR SCS 337T 2,7MM 1860MM FL;117333/02;66;M;RM;vivant;841,000;0,000;0,000;830,91;0,00;0,00;841,00;830,91;0,00;0,00
661A;332015466;LAM-STRITON -FOIL AG 1620MM 4MM;2325292;66;M;FG;vivant;501,510;0,000;0,000;3 399,00;0,00;0,00;501,51;3 399,00;0,00;0,00
661A;332015480;LAM-STRITON -FOIL AD 1620MM 4MM;2320054;66;M;FG;vivant;57,390;0,000;0,000;388,96;0,00;0,00;57,39;388,96;0,00;0,00
661A;332015485;LAM-STRITON FOIL ARD 1620MM 4MM;2325377;66;M;FG ;vivant;270,320;0,000;0,000;1 825,01;0,00;0,00;270,32;1 825,01;0,00;0,00
661A;332015503;LAM-STRITON -FOIL ARG 1620 MM4MM;2298517;66;M;FG;vivant;12,120;0,000;0,000;81,83;0,00;0,00;12,12;81,83;0,00;0,00
661A;332015503;LAM-STRITON -FOIL ARG 1620 MM4MM;2313311;66;M;FG;vivant;0,000;162,950;0,000;0,00;1 100,13;0,00;162,95;1 100,13;0,00;0,00
661A;332015503;LAM-STRITON -FOIL ARG 1620 MM4MM;2325293;66;M;FG;vivant;698,780;0,000;0,000;4 717,69;0,00;0,00;698,78;4 717,69;0,00;0,00
661A;332015503;LAM-STRITON -FOIL ARG 1620 MM4MM;2325296;66;M;FG;vivant;558,530;0,000;0,000;3 770,82;0,00;0,00;558,53;3 770,82;0,00;0,00
661A;332015541;FT-IONAT MELANGE G726 HZM BISE;2077781;66;M;FG ;vivant;0,000;0,000;49,580;0,00;0,00;109,05;0,00;0,00;49,58;109,05
661A;332015565;LAM-PULSE UNI 1900MM 1MM;2387708;66;M;FG;vivant;0,000;0,000;34,680;0,00;0,00;264,15;0,00;0,00;34,68;264,15
661A;332015607;PAK-TUBE S bav 100X110X2050;332015607;66;ST;RM;vivant;35,000;0,000;0,000;82,80;0,00;0,00;35,00;82,80;0,00;0,00
661A;332015640;TWS-PES FTF 500/100-1ROUN SEMI T180 INDO;1102758;66;KG;RM;vivant;6 746,000;0,000;0,000;26 714,24;0,00;0,00;6 746,00;26 714,24;0,00;0,00
661C;332015640;TWS-PES FTF 500/100-1ROUN SEMI T180 INDO;1102739;66;KG;RM;vivant;9,000;0,000;0,000;35,64;0,00;0,00;9,00;35,64;0,00;0,00
661C;332015664;YAR-PES FTF 3X150D/48 TM NOIR BARNET;ST12723;66;KG;RM;vivant;185,000;0,000;0,000;347,80;0,00;0,00;185,00;347,80;0,00;0,00
661A;332015669;YAR-PES DTY 3X167/34 RD SDTANGLEE HA APF;4P1501/4;66;KG;RM;vivant;7 116,200;0,000;0,000;30 754,39;0,00;0,00;7 116,20;30 754,39;0,00;0,00
661C;332015669;YAR-PES DTY 3X167/34 RD SDTANGLEE HA APF;4P1501/3;66;KG;RM;vivant;284,000;0,000;0,000;1 227,38;0,00;0,00;284,00;1 227,38;0,00;0,00
661C;332015669;YAR-PES DTY 3X167/34 RD SDTANGLEE HA APF;4P1501/4;66;KG;RM;vivant;156,050;0,000;0,000;674,41;0,00;0,00;156,05;674,41;0,00;0,00
662A;332015669;YAR-PES DTY 3X167/34 RD SDTANGLEE HA APF;4P1501/1;66;KG;RM;vivant;562,000;0,000;0,000;2 428,82;0,00;0,00;562,00;2 428,82;0,00;0,00
662A;332015669;YAR-PES DTY 3X167/34 RD SDTANGLEE HA APF;4P1501/4;66;KG;RM;vivant;494,100;0,000;0,000;2 135,37;0,00;0,00;494,10;2 135,37;0,00;0,00
661A;332015701;YAR-PES FTF 3X178/48 TM 2ECR/1NOIR XZJ;MELANGE J3;66;KG;RM;vivant;350,000;0,000;0,000;840,00;0,00;0,00;350,00;840,00;0,00;0,00
661D;332015701;YAR-PES FTF 3X178/48 TM 2ECR/1NOIR XZJ;MELANGE J2;66;KG;RM;vivant;12,000;0,000;0,000;28,80;0,00;0,00;12,00;28,80;0,00;0,00
661D;332015701;YAR-PES FTF 3X178/48 TM 2ECR/1NOIR XZJ;MELANGE J3;66;KG;RM;vivant;490,000;0,000;0,000;1 176,00;0,00;0,00;490,00;1 176,00;0,00;0,00
662A;332015701;YAR-PES FTF 3X178/48 TM 2ECR/1NOIR XZJ;MELANGE J2;66;KG;RM;vivant;247,700;0,000;0,000;594,48;0,00;0,00;247,70;594,48;0,00;0,00
662A;332015701;YAR-PES FTF 3X178/48 TM 2ECR/1NOIR XZJ;MELANGE J3;66;KG;RM;vivant;1 013,000;0,000;0,000;2 431,20;0,00;0,00;1 013,00;2 431,20;0,00;0,00
662A;332015701;YAR-PES FTF 3X178/48 TM 2ECR/1NOIR XZJ;MELANGE-J1;66;KG;RM;vivant;12,000;0,000;0,000;28,80;0,00;0,00;12,00;28,80;0,00;0,00
661A;332015706;WT-TUN  IONAT TP  REPS 2-2 P226 D24;239025926B;66;M;WIP ;vivant;837,000;0,000;0,000;1 040,55;0,00;0,00;837,00;1 040,55;0,00;0,00
661A;332015706;WT-TUN  IONAT TP  REPS 2-2 P226 D24;240002517B;66;M;WIP ;vivant;774,000;0,000;0,000;962,23;0,00;0,00;774,00;962,23;0,00;0,00
661A;332015749;WA-CLIP 3X184 TM TM REC P217X22 APF;2399755;66;M;WIP;vivant;3 900,000;0,000;0,000;4 424,39;0,00;0,00;3 900,00;4 424,39;0,00;0,00
661A;332015768;YAR-PES TASLAN 1X400/144 TM NOIR INODRAM;808855;66;KG;RM;vivant;1 080,700;0,000;0,000;4 376,85;0,00;0,00;1 080,70;4 376,85;0,00;0,00
661D;332015768;YAR-PES TASLAN 1X400/144 TM NOIR INODRAM;808855;66;KG;RM;vivant;241,900;0,000;0,000;979,70;0,00;0,00;241,90;979,70;0,00;0,00
661A;332015782;MS EL35VW 2040x1.9 TG;2528095010;66;M;RM;vivant;570,000;0,000;0,000;369,36;0,00;0,00;570,00;369,36;0,00;0,00
661A;332015782;MS EL35VW 2040x1.9 TG;2528095012;66;M;RM;vivant;711,000;0,000;0,000;460,73;0,00;0,00;711,00;460,73;0,00;0,00
661E;332015782;MS EL35VW 2040x1.9 TG;2528095011;66;M;RM;vivant;711,300;0,000;0,000;460,92;0,00;0,00;711,30;460,92;0,00;0,00
661A;332015787;MS EL35VW 1960*3.7 TG;2528095002;66;M;RM;vivant;211,900;0,000;0,000;257,03;0,00;0,00;211,90;257,03;0,00;0,00
661A;332015787;MS EL35VW 1960*3.7 TG;2528095004;66;M;RM;vivant;356,300;0,000;0,000;432,19;0,00;0,00;356,30;432,19;0,00;0,00
661A;332015787;MS EL35VW 1960*3.7 TG;2528095005;66;M;RM;vivant;356,300;0,000;0,000;432,19;0,00;0,00;356,30;432,19;0,00;0,00
661A;332015787;MS EL35VW 1960*3.7 TG;2528095006;66;M;RM;vivant;356,300;0,000;0,000;432,19;0,00;0,00;356,30;432,19;0,00;0,00
661A;332015787;MS EL35VW 1960*3.7 TG;2528095007;66;M;RM;vivant;356,200;0,000;0,000;432,07;0,00;0,00;356,20;432,07;0,00;0,00
661A;332015787;MS EL35VW 1960*3.7 TG;2528095008;66;M;RM;vivant;356,100;0,000;0,000;431,95;0,00;0,00;356,10;431,95;0,00;0,00
661A;332015787;MS EL35VW 1960*3.7 TG;2528095009;66;M;RM;vivant;349,200;0,000;0,000;423,58;0,00;0,00;349,20;423,58;0,00;0,00
661A;332015824;FT-BRASILIA MISTRAL 290GR  192CM  Fut;2335860;66;M;FG;vivant;0,000;0,000;397,970;0,00;0,00;827,59;0,00;0,00;397,97;827,59
661A;332015824;FT-BRASILIA MISTRAL 290GR  192CM  Fut;2355448;66;M;FG;vivant;200,000;0,000;0,000;415,91;0,00;0,00;200,00;415,91;0,00;0,00
661A;332015824;FT-BRASILIA MISTRAL 290GR  192CM  Fut;2357339;66;M;FG;vivant;37,160;0,000;0,000;77,28;0,00;0,00;37,16;77,28;0,00;0,00
661A;332015824;FT-BRASILIA MISTRAL 290GR  192CM  Fut;2372855;66;M;FG;vivant;0,000;0,000;1 138,630;0,00;0,00;2 367,82;0,00;0,00;1 138,63;2 367,82
661A;332015824;FT-BRASILIA MISTRAL 290GR  192CM  Fut;2372996;66;M;FG;vivant;169,050;0,000;0,000;351,54;0,00;0,00;169,05;351,54;0,00;0,00
661A;332015824;FT-BRASILIA MISTRAL 290GR  192CM  Fut;2378578;66;M;FG;vivant;0,000;0,000;254,230;0,00;0,00;528,68;0,00;0,00;254,23;528,68
661A;332015824;FT-BRASILIA MISTRAL 290GR  192CM  Fut;2384595;66;M;FG;vivant;0,000;0,000;1 978,720;0,00;0,00;4 114,81;0,00;0,00;1 978,72;4 114,81
661A;332015824;FT-BRASILIA MISTRAL 290GR  192CM  Fut;2388583;66;M;FG;vivant;1 643,190;0,000;0,000;3 417,06;0,00;0,00;1 643,19;3 417,06;0,00;0,00
661A;332015824;FT-BRASILIA MISTRAL 290GR  192CM  Fut;2389213;66;M;FG;vivant;1 878,910;0,000;0,000;3 907,25;0,00;0,00;1 878,91;3 907,25;0,00;0,00
661A;332015824;FT-BRASILIA MISTRAL 290GR  192CM  Fut;2389246;66;M;FG;vivant;1 135,810;0,000;0,000;2 361,95;0,00;0,00;1 135,81;2 361,95;0,00;0,00
661A;332015824;FT-BRASILIA MISTRAL 290GR  192CM  Fut;2389869;66;M;FG;vivant;677,150;0,000;0,000;1 408,15;0,00;0,00;677,15;1 408,15;0,00;0,00
661A;332015824;FT-BRASILIA MISTRAL 290GR  192CM  Fut;2390182;66;M;FG;vivant;342,000;0,000;0,000;711,20;0,00;0,00;342,00;711,20;0,00;0,00
661A;332015824;FT-BRASILIA MISTRAL 290GR  192CM  Fut;2391291;66;M;FG;vivant;631,080;0,000;0,000;1 312,35;0,00;0,00;631,08;1 312,35;0,00;0,00
661A;332015824;FT-BRASILIA MISTRAL 290GR  192CM  Fut;2393197;66;M;FG;vivant;650,020;0,000;0,000;1 351,74;0,00;0,00;650,02;1 351,74;0,00;0,00
661A;332015824;FT-BRASILIA MISTRAL 290GR  192CM  Fut;2394058;66;M;FG;vivant;1 882,840;0,000;0,000;3 915,42;0,00;0,00;1 882,84;3 915,42;0,00;0,00
661A;332015824;FT-BRASILIA MISTRAL 290GR  192CM  Fut;2394486;66;M;FG;vivant;1 822,050;0,000;0,000;3 789,01;0,00;0,00;1 822,05;3 789,01;0,00;0,00
661A;332015824;FT-BRASILIA MISTRAL 290GR  192CM  Fut;2395088;66;M;FG;vivant;1 863,940;0,000;0,000;3 876,12;0,00;0,00;1 863,94;3 876,12;0,00;0,00
661A;332015824;FT-BRASILIA MISTRAL 290GR  192CM  Fut;2395105;66;M;FG;vivant;1 886,160;0,000;0,000;3 922,33;0,00;0,00;1 886,16;3 922,33;0,00;0,00
661A;332015824;FT-BRASILIA MISTRAL 290GR  192CM  Fut;2395607;66;M;FG;vivant;1 869,740;0,000;0,000;3 888,18;0,00;0,00;1 869,74;3 888,18;0,00;0,00
661A;332015824;FT-BRASILIA MISTRAL 290GR  192CM  Fut;2398392;66;M;FG;vivant;1 286,300;0,000;0,000;2 674,90;0,00;0,00;1 286,30;2 674,90;0,00;0,00
661A;332015824;FT-BRASILIA MISTRAL 290GR  192CM  Fut;2398422;66;M;FG;vivant;1 871,360;0,000;0,000;3 891,55;0,00;0,00;1 871,36;3 891,55;0,00;0,00
661A;332015824;FT-BRASILIA MISTRAL 290GR  192CM  Fut;2399807;66;M;FG;vivant;0,000;0,000;609,250;0,00;0,00;1 266,95;0,00;0,00;609,25;1 266,95
661A;332015824;FT-BRASILIA MISTRAL 290GR  192CM  Fut;2400151;66;M;FG;vivant;0,000;1 788,950;0,000;0,00;3 720,17;0,00;1 788,95;3 720,17;0,00;0,00
661A;332015824;FT-BRASILIA MISTRAL 290GR  192CM  Fut;2400299;66;M;FG;vivant;0,000;655,870;0,000;0,00;1 363,90;0,00;655,87;1 363,90;0,00;0,00
661A;332015824;FT-BRASILIA MISTRAL 290GR  192CM  Fut;2401747;66;M;FG;vivant;0,000;1 819,720;0,000;0,00;3 784,16;0,00;1 819,72;3 784,16;0,00;0,00
661A;332015824;FT-BRASILIA MISTRAL 290GR  192CM  Fut;2401780;66;M;FG;vivant;0,000;600,120;0,000;0,00;1 247,97;0,00;600,12;1 247,97;0,00;0,00
661A;332015824;FT-BRASILIA MISTRAL 290GR  192CM  Fut;2401807;66;M;FG;vivant;0,000;455,130;0,000;0,00;946,46;0,00;455,13;946,46;0,00;0,00
661A;332015824;FT-BRASILIA MISTRAL 290GR  192CM  Fut;2401810;66;M;FG;vivant;0,000;933,930;0,000;0,00;1 942,14;0,00;933,93;1 942,14;0,00;0,00
661A;332015824;FT-BRASILIA MISTRAL 290GR  192CM  Fut;2401823;66;M;FG;vivant;0,000;1 893,740;0,000;0,00;3 938,09;0,00;1 893,74;3 938,09;0,00;0,00
661E;332015824;FT-BRASILIA MISTRAL 290GR  192CM  Fut;2284316;66;M;FG;vivant;160,130;0,000;0,000;333,00;0,00;0,00;160,13;333,00;0,00;0,00
661E;332015824;FT-BRASILIA MISTRAL 290GR  192CM  Fut;2293967;66;M;FG;vivant;115,900;0,000;0,000;241,02;0,00;0,00;115,90;241,02;0,00;0,00
661E;332015824;FT-BRASILIA MISTRAL 290GR  192CM  Fut;2390652;66;M;FG;vivant;66,990;0,000;0,000;139,31;0,00;0,00;66,99;139,31;0,00;0,00
661A;332015829;FT-CURITIBA UP NARBONNAIS 275GR 192CM KO;2245665;66;M;FG;vivant;0,000;0,000;124,870;0,00;0,00;268,22;0,00;0,00;124,87;268,22
661A;332015829;FT-CURITIBA UP NARBONNAIS 275GR 192CM KO;2320279;66;M;FG;vivant;0,000;0,000;1 264,020;0,00;0,00;2 715,14;0,00;0,00;1 264,02;2 715,14
661A;332015829;FT-CURITIBA UP NARBONNAIS 275GR 192CM KO;2378524;66;M;FG;vivant;510,810;0,000;0,000;1 097,23;0,00;0,00;510,81;1 097,23;0,00;0,00
661A;332015829;FT-CURITIBA UP NARBONNAIS 275GR 192CM KO;2378717;66;M;FG;vivant;487,510;0,000;0,000;1 047,18;0,00;0,00;487,51;1 047,18;0,00;0,00
661A;332015829;FT-CURITIBA UP NARBONNAIS 275GR 192CM KO;2394771;66;M;FG;vivant;764,370;0,000;512,570;1 641,88;0,00;1 101,01;764,37;1 641,88;512,57;1 101,01
661A;332015829;FT-CURITIBA UP NARBONNAIS 275GR 192CM KO;2400583;66;M;FG;vivant;0,000;1 275,880;0,000;0,00;2 740,62;0,00;1 275,88;2 740,62;0,00;0,00
661E;332015829;FT-CURITIBA UP NARBONNAIS 275GR 192CM KO;2341166;66;M;FG;vivant;1 290,740;0,000;0,000;2 772,54;0,00;0,00;1 290,74;2 772,54;0,00;0,00
661A;332015843;WA-CLIP 3X167 TM SOUL P230X22 APF A;2400575;66;M;WIP;Vivant;4 010,000;0,000;0,000;2 900,91;0,00;0,00;4 010,00;2 900,91;0,00;0,00
661A;332015843;WA-CLIP 3X167 TM SOUL P230X22 APF A;2401817;66;M;WIP;Vivant;7 670,000;0,000;0,000;5 548,63;0,00;0,00;7 670,00;5 548,63;0,00;0,00
661A;332015843;WA-CLIP 3X167 TM SOUL P230X22 APF A;2401824;66;M;WIP;Vivant;7 670,000;0,000;0,000;5 548,63;0,00;0,00;7 670,00;5 548,63;0,00;0,00
661D;332015843;WA-CLIP 3X167 TM SOUL P230X22 APF A;2366133;66;M;WIP;Vivant;1 260,000;0,000;0,000;911,51;0,00;0,00;1 260,00;911,51;0,00;0,00
661A;332015867;PALMA T.S. HYPERBLACK D38 L1920 MM;2205695;66;M;FG;Vivant;170,000;0,000;0,000;725,90;0,00;0,00;170,00;725,90;0,00;0,00
662A;332015886;YAR-PES FTF 2X170/48 TM 1NOIR/1BISE XZJ;KIRA-B-J1;66;KG;RM;vivant;1 042,075;0,000;0,000;3 959,88;0,00;0,00;1 042,08;3 959,88;0,00;0,00
661A;332015904;MS AE28BF GT 1950MM * 2,6MMTG;2612079004;66;M;RM;Vivant;450,800;0,000;0,000;0,00;0,00;0,00;450,80;0,00;0,00;0,00
661A;332015904;MS AE28BF GT 1950MM * 2,6MMTG;2616071025;66;M;RM;Vivant;290,000;0,000;0,000;0,00;0,00;0,00;290,00;0,00;0,00;0,00
661A;332015904;MS AE28BF GT 1950MM * 2,6MMTG;2618085019;66;M;RM;Vivant;541,000;0,000;0,000;0,00;0,00;0,00;541,00;0,00;0,00;0,00
661A;332015904;MS AE28BF GT 1950MM * 2,6MMTG;2618085020;66;M;RM;Vivant;540,800;0,000;0,000;0,00;0,00;0,00;540,80;0,00;0,00;0,00
661A;332015904;MS AE28BF GT 1950MM * 2,6MMTG;2618085022;66;M;RM;Vivant;542,000;0,000;0,000;0,00;0,00;0,00;542,00;0,00;0,00;0,00
661A;332015904;MS AE28BF GT 1950MM * 2,6MMTG;2618085023;66;M;RM;Vivant;542,900;0,000;0,000;0,00;0,00;0,00;542,90;0,00;0,00;0,00
661A;332015904;MS AE28BF GT 1950MM * 2,6MMTG;2619087004;66;M;RM;Vivant;538,600;0,000;0,000;0,00;0,00;0,00;538,60;0,00;0,00;0,00
661A;332015904;MS AE28BF GT 1950MM * 2,6MMTG;2619087005;66;M;RM;Vivant;538,700;0,000;0,000;0,00;0,00;0,00;538,70;0,00;0,00;0,00
661A;332015904;MS AE28BF GT 1950MM * 2,6MMTG;2619087006;66;M;RM;Vivant;538,600;0,000;0,000;0,00;0,00;0,00;538,60;0,00;0,00;0,00
661A;332015904;MS AE28BF GT 1950MM * 2,6MMTG;2619087007;66;M;RM;Vivant;538,700;0,000;0,000;0,00;0,00;0,00;538,70;0,00;0,00;0,00
661A;332015904;MS AE28BF GT 1950MM * 2,6MMTG;2619087008;66;M;RM;Vivant;538,700;0,000;0,000;0,00;0,00;0,00;538,70;0,00;0,00;0,00
661A;332015904;MS AE28BF GT 1950MM * 2,6MMTG;2619087009;66;M;RM;Vivant;538,800;0,000;0,000;0,00;0,00;0,00;538,80;0,00;0,00;0,00
661A;332015904;MS AE28BF GT 1950MM * 2,6MMTG;2619087010;66;M;RM;Vivant;538,200;0,000;0,000;0,00;0,00;0,00;538,20;0,00;0,00;0,00
661A;332015904;MS AE28BF GT 1950MM * 2,6MMTG;2619087011;66;M;RM;Vivant;539,600;0,000;0,000;0,00;0,00;0,00;539,60;0,00;0,00;0,00
661A;332015904;MS AE28BF GT 1950MM * 2,6MMTG;2619087016;66;M;RM;Vivant;539,000;0,000;0,000;0,00;0,00;0,00;539,00;0,00;0,00;0,00
661A;332015904;MS AE28BF GT 1950MM * 2,6MMTG;2620081001;66;M;RM;Vivant;539,600;0,000;0,000;0,00;0,00;0,00;539,60;0,00;0,00;0,00
661A;332015904;MS AE28BF GT 1950MM * 2,6MMTG;2620081002;66;M;RM;Vivant;537,600;0,000;0,000;0,00;0,00;0,00;537,60;0,00;0,00;0,00
661A;332015904;MS AE28BF GT 1950MM * 2,6MMTG;2620081003;66;M;RM;Vivant;537,200;0,000;0,000;0,00;0,00;0,00;537,20;0,00;0,00;0,00
661A;332015904;MS AE28BF GT 1950MM * 2,6MMTG;2620081004;66;M;RM;Vivant;537,100;0,000;0,000;0,00;0,00;0,00;537,10;0,00;0,00;0,00
661A;332015904;MS AE28BF GT 1950MM * 2,6MMTG;2620081005;66;M;RM;Vivant;537,000;0,000;0,000;0,00;0,00;0,00;537,00;0,00;0,00;0,00
661A;332015904;MS AE28BF GT 1950MM * 2,6MMTG;2620081006;66;M;RM;Vivant;536,900;0,000;0,000;0,00;0,00;0,00;536,90;0,00;0,00;0,00
661A;332015904;MS AE28BF GT 1950MM * 2,6MMTG;2620081007;66;M;RM;Vivant;536,800;0,000;0,000;0,00;0,00;0,00;536,80;0,00;0,00;0,00
