ALL;Material;Material Description;Batch;Plnt;BUn;Type ;Statut ;Unrestricted;In Quality Insp.;Blocked;Value Unrestricted;Value in QualInsp.;Value BlockedStock;Quantité Disponible ;Valeur Disponible ;Quantité Bloquée ;Valeur Bloquée
661A;332012491;MS AE28BF GT 2040*2,6TG;2616077012;66;M;RM;vivant;535,000;0,000;0,000;0,00;0,00;0,00;535,00;0,00;0,00;0,00
661A;332012491;MS AE28BF GT 2040*2,6TG;2616077013;66;M;RM;vivant;536,000;0,000;0,000;0,00;0,00;0,00;536,00;0,00;0,00;0,00
661A;332012491;MS AE28BF GT 2040*2,6TG;2616077014;66;M;RM;vivant;535,000;0,000;0,000;0,00;0,00;0,00;535,00;0,00;0,00;0,00
661A;332012491;MS AE28BF GT 2040*2,6TG;2616077015;66;M;RM;vivant;536,000;0,000;0,000;0,00;0,00;0,00;536,00;0,00;0,00;0,00
661A;332012491;MS AE28BF GT 2040*2,6TG;2616077020;66;M;RM;vivant;540,000;0,000;0,000;0,00;0,00;0,00;540,00;0,00;0,00;0,00
661A;332012491;MS AE28BF GT 2040*2,6TG;2616077025;66;M;RM;vivant;220,000;0,000;0,000;0,00;0,00;0,00;220,00;0,00;0,00;0,00
661A;332012491;MS AE28BF GT 2040*2,6TG;2617055014;66;M;RM;vivant;534,000;0,000;0,000;0,00;0,00;0,00;534,00;0,00;0,00;0,00
661A;332012491;MS AE28BF GT 2040*2,6TG;2617055015;66;M;RM;vivant;534,000;0,000;0,000;0,00;0,00;0,00;534,00;0,00;0,00;0,00
661A;332012491;MS AE28BF GT 2040*2,6TG;2617055019;66;M;RM;vivant;535,000;0,000;0,000;0,00;0,00;0,00;535,00;0,00;0,00;0,00
661A;332012491;MS AE28BF GT 2040*2,6TG;2617055020;66;M;RM;vivant;535,000;0,000;0,000;0,00;0,00;0,00;535,00;0,00;0,00;0,00
661A;332012491;MS AE28BF GT 2040*2,6TG;2618088001;66;M;RM;vivant;542,800;0,000;0,000;0,00;0,00;0,00;542,80;0,00;0,00;0,00
661A;332012491;MS AE28BF GT 2040*2,6TG;2618088002;66;M;RM;vivant;542,500;0,000;0,000;0,00;0,00;0,00;542,50;0,00;0,00;0,00
661A;332012491;MS AE28BF GT 2040*2,6TG;2618088003;66;M;RM;vivant;542,500;0,000;0,000;0,00;0,00;0,00;542,50;0,00;0,00;0,00
661A;332012491;MS AE28BF GT 2040*2,6TG;2618088004;66;M;RM;vivant;542,500;0,000;0,000;0,00;0,00;0,00;542,50;0,00;0,00;0,00
661A;332012491;MS AE28BF GT 2040*2,6TG;2618088015;66;M;RM;vivant;543,700;0,000;0,000;0,00;0,00;0,00;543,70;0,00;0,00;0,00
661A;332012491;MS AE28BF GT 2040*2,6TG;2618088016;66;M;RM;vivant;543,900;0,000;0,000;0,00;0,00;0,00;543,90;0,00;0,00;0,00
661A;332012491;MS AE28BF GT 2040*2,6TG;2618088017;66;M;RM;vivant;543,500;0,000;0,000;0,00;0,00;0,00;543,50;0,00;0,00;0,00
661A;332012491;MS AE28BF GT 2040*2,6TG;2618088018;66;M;RM;vivant;543,100;0,000;0,000;0,00;0,00;0,00;543,10;0,00;0,00;0,00
661A;332012491;MS AE28BF GT 2040*2,6TG;2619093004;66;M;RM;vivant;529,400;0,000;0,000;0,00;0,00;0,00;529,40;0,00;0,00;0,00
661A;332012491;MS AE28BF GT 2040*2,6TG;2619093009;66;M;RM;vivant;538,500;0,000;0,000;0,00;0,00;0,00;538,50;0,00;0,00;0,00
661A;332012491;MS AE28BF GT 2040*2,6TG;2619093010;66;M;RM;vivant;539,000;0,000;0,000;0,00;0,00;0,00;539,00;0,00;0,00;0,00
661A;332012491;MS AE28BF GT 2040*2,6TG;2619093011;66;M;RM;vivant;539,100;0,000;0,000;0,00;0,00;0,00;539,10;0,00;0,00;0,00
661A;332012491;MS AE28BF GT 2040*2,6TG;2619093012;66;M;RM;vivant;539,100;0,000;0,000;0,00;0,00;0,00;539,10;0,00;0,00;0,00
661A;332012491;MS AE28BF GT 2040*2,6TG;2619093013;66;M;RM;vivant;539,200;0,000;0,000;0,00;0,00;0,00;539,20;0,00;0,00;0,00
661A;332012491;MS AE28BF GT 2040*2,6TG;2619093014;66;M;RM;vivant;539,300;0,000;0,000;0,00;0,00;0,00;539,30;0,00;0,00;0,00
661A;332012491;MS AE28BF GT 2040*2,6TG;2619093015;66;M;RM;vivant;538,800;0,000;0,000;0,00;0,00;0,00;538,80;0,00;0,00;0,00
661E;332012491;MS AE28BF GT 2040*2,6TG;2609081028;66;M;RM;vivant;58,000;0,000;0,000;42,22;0,00;0,00;58,00;42,22;0,00;0,00
661E;332012491;MS AE28BF GT 2040*2,6TG;2618088009;66;M;RM;vivant;70,500;0,000;0,000;51,32;0,00;0,00;70,50;51,32;0,00;0,00
661E;332012491;MS AE28BF GT 2040*2,6TG;2618088010;66;M;RM;vivant;394,751;0,000;0,000;287,38;0,00;0,00;394,75;287,38;0,00;0,00
661E;332012491;MS AE28BF GT 2040*2,6TG;2618088021;66;M;RM;vivant;425,300;0,000;0,000;309,62;0,00;0,00;425,30;309,62;0,00;0,00
661E;332012491;MS AE28BF GT 2040*2,6TG;2618088023;66;M;RM;vivant;68,400;0,000;0,000;49,80;0,00;0,00;68,40;49,80;0,00;0,00
661E;332012491;MS AE28BF GT 2040*2,6TG;2618088024;66;M;RM;vivant;178,200;0,000;0,000;129,73;0,00;0,00;178,20;129,73;0,00;0,00
661E;332012491;MS AE28BF GT 2040*2,6TG;2619093002;66;M;RM;vivant;305,200;0,000;0,000;222,19;0,00;0,00;305,20;222,19;0,00;0,00
662A;332012491;MS AE28BF GT 2040*2,6TG;2610081009;66;M;RM;vivant;534,000;0,000;0,000;0,00;0,00;0,00;534,00;0,00;0,00;0,00
661E;332012496;MS AE28BF GT 1980x2,7 TG;2414053008;66;M;RM;vivant;281,600;0,000;0,000;0,00;0,00;0,00;281,60;0,00;0,00;0,00
661A;332012514;LAM IONAT REPS 2-2 MISTRAL 1900MM 2MM;2269930;66;M;FG;vivant;0,000;0,000;22,150;0,00;0,00;76,50;0,00;0,00;22,15;76,50
661A;332012514;LAM IONAT REPS 2-2 MISTRAL 1900MM 2MM;2330028;66;M;FG;vivant;1,000;0,000;0,000;3,45;0,00;0,00;1,00;3,45;0,00;0,00
661A;332012514;LAM IONAT REPS 2-2 MISTRAL 1900MM 2MM;2350387;66;M;FG;vivant;0,000;0,000;39,200;0,00;0,00;135,38;0,00;0,00;39,20;135,38
661A;332012514;LAM IONAT REPS 2-2 MISTRAL 1900MM 2MM;2361289;66;M;FG;vivant;0,000;0,000;17,390;0,00;0,00;60,06;0,00;0,00;17,39;60,06
661A;332012514;LAM IONAT REPS 2-2 MISTRAL 1900MM 2MM;2368497;66;M;FG;vivant;0,000;0,000;27,040;0,00;0,00;93,38;0,00;0,00;27,04;93,38
661A;332012514;LAM IONAT REPS 2-2 MISTRAL 1900MM 2MM;2368573;66;M;FG;vivant;0,000;0,000;15,680;0,00;0,00;54,15;0,00;0,00;15,68;54,15
661A;332012514;LAM IONAT REPS 2-2 MISTRAL 1900MM 2MM;2377795;66;M;FG;vivant;0,000;0,000;26,880;0,00;0,00;92,83;0,00;0,00;26,88;92,83
661A;332012514;LAM IONAT REPS 2-2 MISTRAL 1900MM 2MM;2388570;66;M;FG;vivant;0,000;0,000;76,920;0,00;0,00;265,65;0,00;0,00;76,92;265,65
661A;332012514;LAM IONAT REPS 2-2 MISTRAL 1900MM 2MM;2389612;66;M;FG;vivant;0,000;0,000;78,840;0,00;0,00;272,28;0,00;0,00;78,84;272,28
661A;332012514;LAM IONAT REPS 2-2 MISTRAL 1900MM 2MM;2393259;66;M;FG;vivant;0,000;0,000;81,550;0,00;0,00;281,64;0,00;0,00;81,55;281,64
661A;332012514;LAM IONAT REPS 2-2 MISTRAL 1900MM 2MM;2394286;66;M;FG;vivant;0,000;0,000;62,100;0,00;0,00;214,46;0,00;0,00;62,10;214,46
661A;332012514;LAM IONAT REPS 2-2 MISTRAL 1900MM 2MM;2401300;66;M;FG;vivant;1 329,710;0,000;0,000;4 592,19;0,00;0,00;1 329,71;4 592,19;0,00;0,00
661A;332012514;LAM IONAT REPS 2-2 MISTRAL 1900MM 2MM;2401480;66;M;FG;vivant;269,210;0,000;0,000;929,72;0,00;0,00;269,21;929,72;0,00;0,00
661A;332012514;LAM IONAT REPS 2-2 MISTRAL 1900MM 2MM;2401481;66;M;FG;vivant;1 324,110;0,000;0,000;4 572,85;0,00;0,00;1 324,11;4 572,85;0,00;0,00
661A;332012514;LAM IONAT REPS 2-2 MISTRAL 1900MM 2MM;2401487;66;M;FG;vivant;0,000;925,560;0,000;0,00;3 196,45;0,00;925,56;3 196,45;0,00;0,00
661A;332012514;LAM IONAT REPS 2-2 MISTRAL 1900MM 2MM;2401494;66;M;FG;vivant;920,450;0,000;0,000;3 178,80;0,00;0,00;920,45;3 178,80;0,00;0,00
661A;332012514;LAM IONAT REPS 2-2 MISTRAL 1900MM 2MM;2402665;66;M;FG;vivant;0,000;426,150;0,000;0,00;1 471,72;0,00;426,15;1 471,72;0,00;0,00
661A;332012514;LAM IONAT REPS 2-2 MISTRAL 1900MM 2MM;2402667;66;M;FG;vivant;0,000;459,850;0,000;0,00;1 588,10;0,00;459,85;1 588,10;0,00;0,00
661A;332012514;LAM IONAT REPS 2-2 MISTRAL 1900MM 2MM;2402671;66;M;FG;vivant;0,000;280,630;0,000;0,00;969,16;0,00;280,63;969,16;0,00;0,00
661E;332012514;LAM IONAT REPS 2-2 MISTRAL 1900MM 2MM;2224826;66;M;FG;vivant;1,380;0,000;0,000;4,77;0,00;0,00;1,38;4,77;0,00;0,00
661A;332012538;TWY-PES FTF 2X170 NOIR 350TS FIFTY-TTG;2336330;66;KG;RM;vivant;30,000;0,000;0,000;96,56;0,00;0,00;30,00;96,56;0,00;0,00
661C;332012538;TWY-PES FTF 2X170 NOIR 350TS FIFTY-TTG;2330091;66;KG;RM;vivant;40,000;0,000;0,000;128,74;0,00;0,00;40,00;128,74;0,00;0,00
661C;332012538;TWY-PES FTF 2X170 NOIR 350TS FIFTY-TTG;2350106;66;KG;RM;vivant;35,000;0,000;0,000;112,65;0,00;0,00;35,00;112,65;0,00;0,00
661C;332012538;TWY-PES FTF 2X170 NOIR 350TS FIFTY-TTG;2355479;66;KG;RM;vivant;202,200;0,000;0,000;650,79;0,00;0,00;202,20;650,79;0,00;0,00
661C;332012538;TWY-PES FTF 2X170 NOIR 350TS FIFTY-TTG;2356241;66;KG;RM;vivant;20,000;0,000;0,000;64,37;0,00;0,00;20,00;64,37;0,00;0,00
661C;332012538;TWY-PES FTF 2X170 NOIR 350TS FIFTY-TTG;2357401;66;KG;RM;vivant;30,000;0,000;0,000;96,56;0,00;0,00;30,00;96,56;0,00;0,00
661C;332012538;TWY-PES FTF 2X170 NOIR 350TS FIFTY-TTG;2370630;66;KG;RM;vivant;35,000;0,000;0,000;112,65;0,00;0,00;35,00;112,65;0,00;0,00
661C;332012538;TWY-PES FTF 2X170 NOIR 350TS FIFTY-TTG;2372856;66;KG;RM;vivant;18,000;0,000;0,000;57,93;0,00;0,00;18,00;57,93;0,00;0,00
661C;332012538;TWY-PES FTF 2X170 NOIR 350TS FIFTY-TTG;2376886;66;KG;RM;vivant;18,000;0,000;0,000;57,93;0,00;0,00;18,00;57,93;0,00;0,00
661C;332012538;TWY-PES FTF 2X170 NOIR 350TS FIFTY-TTG;2390551;66;KG;RM;vivant;200,000;0,000;0,000;643,71;0,00;0,00;200,00;643,71;0,00;0,00
661G;332012538;TWY-PES FTF 2X170 NOIR 350TS FIFTY-TTG;2402802;66;KG;RM;vivant;881,000;0,000;0,000;2 835,53;0,00;0,00;881,00;2 835,53;0,00;0,00
662A;332012538;TWY-PES FTF 2X170 NOIR 350TS FIFTY-TTG;2261345;66;KG;RM;vivant;340,000;0,000;0,000;1 094,30;0,00;0,00;340,00;1 094,30;0,00;0,00
662A;332012538;TWY-PES FTF 2X170 NOIR 350TS FIFTY-TTG;2276203;66;KG;RM;vivant;316,000;0,000;0,000;1 017,06;0,00;0,00;316,00;1 017,06;0,00;0,00
662A;332012538;TWY-PES FTF 2X170 NOIR 350TS FIFTY-TTG;2309622;66;KG;RM;vivant;160,000;0,000;0,000;514,96;0,00;0,00;160,00;514,96;0,00;0,00
662A;332012538;TWY-PES FTF 2X170 NOIR 350TS FIFTY-TTG;2319600;66;KG;RM;vivant;223,000;0,000;0,000;717,73;0,00;0,00;223,00;717,73;0,00;0,00
662A;332012538;TWY-PES FTF 2X170 NOIR 350TS FIFTY-TTG;2330091;66;KG;RM;vivant;30,000;0,000;0,000;96,56;0,00;0,00;30,00;96,56;0,00;0,00
662A;332012538;TWY-PES FTF 2X170 NOIR 350TS FIFTY-TTG;2345602;66;KG;RM;vivant;120,000;0,000;0,000;386,22;0,00;0,00;120,00;386,22;0,00;0,00
661A;332012590;WT-TUN STRITON FLEX  JAC AG;225646791H;66;M;WIP;vivant;207,000;0,000;0,000;644,45;0,00;0,00;207,00;644,45;0,00;0,00
661A;332012590;WT-TUN STRITON FLEX  JAC AG;229301191H;66;M;WIP;vivant;248,000;0,000;0,000;772,10;0,00;0,00;248,00;772,10;0,00;0,00
661A;332012590;WT-TUN STRITON FLEX  JAC AG;232441991H;66;M;WIP;vivant;650,000;0,000;0,000;2 023,64;0,00;0,00;650,00;2 023,64;0,00;0,00
661A;332012712;LAM DIAGONALTY NARBONAIS 1900MM 2MM;2213543;66;M;FG ;vivant;0,000;0,000;77,470;0,00;0,00;303,61;0,00;0,00;77,47;303,61
661A;332012712;LAM DIAGONALTY NARBONAIS 1900MM 2MM;2399830;66;M;FG ;vivant;83,780;0,000;0,000;328,34;0,00;0,00;83,78;328,34;0,00;0,00
661A;332012712;LAM DIAGONALTY NARBONAIS 1900MM 2MM;2399833;66;M;FG ;vivant;339,500;0,000;0,000;1 330,53;0,00;0,00;339,50;1 330,53;0,00;0,00
;332012750;YAR-PES FTF2X167/48 NOIR RECYCLE FIFTY;C33055;66;KG;RM;vivant;5,539;0,000;0,000;14,84;0,00;0,00;5,54;14,84;0,00;0,00
661A;332012750;YAR-PES FTF2X167/48 NOIR RECYCLE FIFTY;C33073;66;KG;RM;vivant;1 640,000;0,000;0,000;4 395,20;0,00;0,00;1 640,00;4 395,20;0,00;0,00
661C;332012750;YAR-PES FTF2X167/48 NOIR RECYCLE FIFTY;C33073;66;KG;RM;vivant;120,401;0,000;0,000;322,67;0,00;0,00;120,40;322,67;0,00;0,00
662A;332012750;YAR-PES FTF2X167/48 NOIR RECYCLE FIFTY;C33063;66;KG;RM;vivant;1 120,000;0,000;0,000;3 001,60;0,00;0,00;1 120,00;3 001,60;0,00;0,00
662A;332012750;YAR-PES FTF2X167/48 NOIR RECYCLE FIFTY;C33069;66;KG;RM;vivant;270,000;0,000;0,000;723,60;0,00;0,00;270,00;723,60;0,00;0,00
662A;332012750;YAR-PES FTF2X167/48 NOIR RECYCLE FIFTY;C33073;66;KG;RM;vivant;2 695,000;0,000;0,000;7 222,60;0,00;0,00;2 695,00;7 222,60;0,00;0,00
662A;332012774;YAR- PES.DTY 1X167/48.RND.RECYCE. ANT;292514;66;KG;RM;vivant;55,000;0,000;0,000;113,85;0,00;0,00;55,00;113,85;0,00;0,00
661A;332012873;FT-TUN MODENE G902 NIXON HYC 1920 mm;2284343;66;M;FG ;vivant;0,000;0,000;1 077,360;0,00;0,00;3 258,74;0,00;0,00;1 077,36;3 258,74
661A;332012873;FT-TUN MODENE G902 NIXON HYC 1920 mm;2303190;66;M;FG ;vivant;0,000;0,000;685,260;0,00;0,00;2 072,74;0,00;0,00;685,26;2 072,74
661A;332012873;FT-TUN MODENE G902 NIXON HYC 1920 mm;2366204;66;M;FG ;vivant;680,740;0,000;0,000;2 059,07;0,00;0,00;680,74;2 059,07;0,00;0,00
661A;332012873;FT-TUN MODENE G902 NIXON HYC 1920 mm;2366221;66;M;FG ;vivant;678,110;0,000;0,000;2 051,11;0,00;0,00;678,11;2 051,11;0,00;0,00
661A;332012878;WT-MODENE G902 NIXON HYC P222 D22;236101013B;66;M;WIP;vivant;905,000;0,000;0,000;2 083,41;0,00;0,00;905,00;2 083,41;0,00;0,00
662A;332012934;TWY-PES FTF 2X170 FER ECR 350T S HYS-TTG;1807415;66;KG;RM ;vivant;55,000;0,000;0,000;188,57;0,00;0,00;55,00;188,57;0,00;0,00
662A;332012934;TWY-PES FTF 2X170 FER ECR 350T S HYS-TTG;1821671;66;KG;RM ;vivant;100,000;0,000;0,000;342,85;0,00;0,00;100,00;342,85;0,00;0,00
661A;332012958;YAR-PES FTF 3X177/48 FE ECRU APF;6P1572;66;KG;RM;vivant;5 267,500;0,000;0,000;9 985,32;0,00;0,00;5 267,50;9 985,32;0,00;0,00
661C;332012958;YAR-PES FTF 3X177/48 FE ECRU APF;6P1572;66;KG;RM;vivant;1 348,800;0,000;0,000;2 556,85;0,00;0,00;1 348,80;2 556,85;0,00;0,00
662A;332012958;YAR-PES FTF 3X177/48 FE ECRU APF;6P1572;66;KG;RM;vivant;2 210,820;0,000;0,000;4 190,93;0,00;0,00;2 210,82;4 190,93;0,00;0,00
661A;332012972;YAR-PES FTF 2X167/48  1CHINE/1BISE  RECY;31483;66;KG;RM;vivant;610,000;0,000;0,000;4 001,60;0,00;0,00;610,00;4 001,60;0,00;0,00
